visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome
5013,225,2023-10-08,SW-19,Reintegration Assessment,School,Lopez (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
5014,225,2023-10-13,SW-06,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
5015,225,2023-10-19,SW-15,Routine Follow-Up,Barangay Office,Reyes (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
5016,225,2023-10-28,SW-15,Post-Placement Monitoring,Barangay Office,Reyes (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Unfavorable
5017,225,2023-11-09,SW-07,Reintegration Assessment,Church,Mendoza (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable
5018,225,2023-11-19,SW-05,Reintegration Assessment,Church,Torres (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
5019,225,2023-11-20,SW-13,Reintegration Assessment,Proposed Foster Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
5020,226,2024-04-24,SW-14,Post-Placement Monitoring,Barangay Office,Mendoza (Parent); Cruz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable
5021,226,2024-04-26,SW-12,Post-Placement Monitoring,Barangay Office,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,True,True,,Needs Improvement
5022,226,2024-05-06,SW-02,Initial Assessment,Church,Garcia (Parent); Garcia (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,,Needs Improvement
5023,226,2024-08-10,SW-15,Emergency,Family Home,None,Visitation for emergency,Visit observations recorded during emergency.,Uncooperative,False,False,,Inconclusive
5024,226,2024-08-12,SW-20,Initial Assessment,Community Center,Flores (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,True,True,,Needs Improvement
5025,226,2024-10-07,SW-03,Initial Assessment,Church,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,False,Follow-up scheduled,Favorable
5026,226,2024-12-01,SW-01,Routine Follow-Up,Community Center,Reyes (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
5027,226,2025-02-05,SW-06,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Unfavorable
5028,226,2025-02-05,SW-06,Initial Assessment,Church,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,False,,Favorable
5029,226,2025-02-27,SW-19,Emergency,Proposed Foster Home,None,Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,True,,Unfavorable
5030,226,2025-04-24,SW-13,Post-Placement Monitoring,Family Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
5031,226,2025-05-12,SW-14,Reintegration Assessment,School,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement
5032,226,2025-06-22,SW-14,Routine Follow-Up,School,Cruz (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,,Needs Improvement
5033,226,2025-07-06,SW-04,Initial Assessment,Proposed Foster Home,Mendoza (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,,Inconclusive
5034,226,2025-12-05,SW-15,Initial Assessment,Family Home,Cruz (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,,Unfavorable
5035,226,2025-12-20,SW-14,Emergency,School,None,Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,Follow-up scheduled,Favorable
5036,226,2026-02-12,SW-03,Reintegration Assessment,School,Flores (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable
5037,227,2023-08-03,SW-17,Routine Follow-Up,School,Flores (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Needs Improvement
5038,227,2023-08-05,SW-18,Emergency,Proposed Foster Home,None,Visitation for emergency,Visit observations recorded during emergency.,Neutral,False,False,,Inconclusive
5039,227,2023-08-07,SW-19,Emergency,Community Center,Mendoza (Parent); Flores (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
5040,227,2023-09-22,SW-04,Reintegration Assessment,Proposed Foster Home,Garcia (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
5041,227,2023-09-22,SW-05,Initial Assessment,Proposed Foster Home,Rivera (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,False,Follow-up scheduled,Favorable
5042,227,2023-09-25,SW-16,Routine Follow-Up,Church,Diaz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,Follow-up scheduled,Needs Improvement
5043,227,2023-10-02,SW-06,Reintegration Assessment,Church,Cruz (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Inconclusive
5044,227,2023-10-03,SW-05,Reintegration Assessment,Church,Santos (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
5045,227,2023-12-04,SW-05,Reintegration Assessment,Barangay Office,Santos (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
5046,227,2023-12-20,SW-09,Reintegration Assessment,Church,Flores (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement
5047,227,2023-12-30,SW-05,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable
5048,227,2024-01-11,SW-01,Post-Placement Monitoring,Community Center,Diaz (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Inconclusive
5049,227,2024-01-24,SW-11,Initial Assessment,Proposed Foster Home,Flores (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,,Inconclusive
5050,227,2024-02-08,SW-06,Post-Placement Monitoring,Barangay Office,Garcia (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,,Favorable
5051,227,2024-02-23,SW-06,Reintegration Assessment,Family Home,Lopez (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
5052,227,2024-03-26,SW-17,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Favorable
5053,227,2024-03-29,SW-05,Reintegration Assessment,Barangay Office,Lopez (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
5054,227,2024-04-17,SW-01,Initial Assessment,Proposed Foster Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
5055,227,2024-05-02,SW-01,Post-Placement Monitoring,Family Home,Rivera (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable
5056,227,2024-06-26,SW-12,Reintegration Assessment,Barangay Office,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Inconclusive
5057,229,2024-07-16,SW-20,Initial Assessment,Proposed Foster Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
5058,229,2024-07-16,SW-03,Routine Follow-Up,Community Center,Lopez (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,,Inconclusive
5059,229,2024-07-28,SW-13,Routine Follow-Up,Proposed Foster Home,Mendoza (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
5060,229,2024-08-10,SW-18,Routine Follow-Up,Community Center,Reyes (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,Follow-up scheduled,Unfavorable
5061,229,2024-08-15,SW-14,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
5062,229,2024-09-01,SW-08,Routine Follow-Up,Barangay Office,Torres (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,,Needs Improvement
5063,229,2024-09-25,SW-08,Initial Assessment,Family Home,Flores (Parent); Rivera (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable
5064,229,2024-10-14,SW-20,Routine Follow-Up,Proposed Foster Home,Lopez (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
5065,229,2024-11-12,SW-05,Initial Assessment,Proposed Foster Home,Diaz (Parent); Mendoza (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,True,True,,Needs Improvement
5066,229,2024-11-23,SW-02,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
5067,229,2024-11-29,SW-10,Post-Placement Monitoring,Church,Santos (Parent); Mendoza (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
5068,229,2024-12-12,SW-03,Reintegration Assessment,Proposed Foster Home,Cruz (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,,Unfavorable
5069,229,2025-02-03,SW-03,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
5070,229,2025-02-14,SW-14,Initial Assessment,Family Home,Diaz (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,False,Follow-up scheduled,Favorable
